net,endpoints,track_x_um,has_macro_pin,has_row_select_sink,shapes
r0_pd1_1,33,94.76,false,true,232
r0_pd1_1_n,2,72.95,false,false,15
r0_pd1_2,33,94.96,false,true,232
r0_pd1_2_n,2,73.63,false,false,15
r0_pd1_3,33,95.16,false,true,232
r0_pd1_3_n,2,74.31,false,false,15
r0_pd2_0,17,96.32,false,true,120
r0_pd2_0_n,2,74.99,false,false,15
r0_pd2_1,17,96.52,false,true,120
r0_pd2_1_n,2,75.67,false,false,15
r0_pd2_2,17,96.72,false,true,120
r0_pd2_2_n,2,76.35,false,false,15
r0_pd2_3,17,96.92,false,true,120
r0_pd2_3_n,2,77.03,false,false,15
r0_pd2_4,17,77.71,false,true,120
r0_pd2_4_n,2,77.71,false,false,15
r0_pd2_5,17,78.39,false,true,120
r0_pd2_5_n,2,78.39,false,false,15
r0_pd2_6,17,79.07,false,true,120
r0_pd2_6_n,2,79.07,false,false,15
r0_pd2_7,17,79.75,false,true,120
r0_pd2_7_n,2,79.75,false,false,15
r1_a0_n,3,80.43,false,false,22
r1_a1_n,3,81.11,false,false,22
r1_a2_n,3,81.79,false,false,22
r1_a3_n,3,82.47,false,false,22
r1_a4_n,3,83.15,false,false,22
r1_a5_n,3,83.83,false,false,22
r1_a6_n,5,84.51,false,false,36
r1_a7_n,5,85.19,false,false,36
r1_a8_n,5,85.87,false,false,36
r1_addr[0],4,86.55,true,false,31
r1_addr[1],4,87.23,true,false,31
r1_addr[2],4,87.91,true,false,31
r1_addr[3],4,88.59,true,false,31
r1_addr[4],4,89.27,true,false,31
r1_addr[5],4,89.95,true,false,31
r1_addr[6],6,90.63,true,false,45
r1_addr[7],6,91.31,true,false,45
r1_addr[8],6,91.99,true,false,45
r1_en,129,136.4,true,true,906
r1_grp0_n,2,92.67,false,false,15
r1_grp1_n,2,93.35,false,false,15
r1_grp2_n,2,94.03,false,false,15
r1_grp3_n,2,94.71,false,false,15
r1_pd0_0,33,130.68,false,true,232
r1_pd0_0_n,2,95.39,false,false,15
r1_pd0_1,33,130.88,false,true,232
r1_pd0_1_n,2,96.07,false,false,15
r1_pd0_2,33,131.08,false,true,232
r1_pd0_2_n,2,96.75,false,false,15
r1_pd0_3,33,131.28,false,true,232
r1_pd0_3_n,2,97.43,false,false,15
r1_pd1_0,33,132.4,false,true,232
r1_pd1_0_n,2,98.11,false,false,15
r1_pd1_1,33,132.6,false,true,232
r1_pd1_1_n,2,98.79,false,false,15
r1_pd1_2,33,132.8,false,true,232
r1_pd1_2_n,2,99.47,false,false,15
r1_pd1_3,33,133.0,false,true,232
r1_pd1_3_n,2,100.15,false,false,15
r1_pd2_0,17,134.16,false,true,120
r1_pd2_0_n,2,100.83,false,false,15
r1_pd2_1,17,134.36,false,true,120
r1_pd2_1_n,2,101.51,false,false,15
r1_pd2_2,17,134.56,false,true,120
r1_pd2_2_n,2,102.19,false,false,15
r1_pd2_3,17,134.76,false,true,120
r1_pd2_3_n,2,102.87,false,false,15
r1_pd2_4,17,103.55,false,true,120
r1_pd2_4_n,2,103.55,false,false,15
r1_pd2_5,17,104.23,false,true,120
r1_pd2_5_n,2,104.23,false,false,15
r1_pd2_6,17,104.91,false,true,120
r1_pd2_6_n,2,104.91,false,false,15
r1_pd2_7,17,105.59,false,true,120
r1_pd2_7_n,2,105.59,false,false,15
w0_a0_n,3,106.27,false,false,22
w0_a1_n,3,106.95,false,false,22
w0_a2_n,3,107.63,false,false,22
w0_a3_n,3,108.31,false,false,22
w0_a4_n,3,108.99,false,false,22
w0_a5_n,3,109.67,false,false,22
w0_a6_n,5,110.35,false,false,36
w0_a7_n,5,111.03,false,false,36
w0_a8_n,5,111.71,false,false,36
w0_addr[0],6,112.39,true,false,45
w0_addr[1],6,113.07,true,false,45
w0_addr[2],6,113.75,true,false,45
w0_addr[3],6,114.43,true,false,45
w0_addr[4],6,115.11,true,false,45
w0_addr[5],6,115.79,true,false,45
w0_addr[6],8,116.47,true,false,59
w0_addr[7],8,117.15,true,false,59
w0_addr[8],8,117.83,true,false,59
w0_en,130,22.88,true,true,913
w0_grp0_n,2,118.51,false,false,15
w0_grp1_n,2,119.19,false,false,15
w0_grp2_n,2,119.87,false,false,15
w0_grp3_n,2,120.55,false,false,15
w0_pd0_0,33,17.16,false,true,232
w0_pd0_0_n,2,121.23,false,false,15
w0_pd0_1,33,17.36,false,true,232
w0_pd0_1_n,2,121.91,false,false,15
w0_pd0_2,33,17.56,false,true,232
w0_pd0_2_n,2,122.59,false,false,15
w0_pd0_3,33,17.76,false,true,232
w0_pd0_3_n,2,123.27,false,false,15
w0_pd1_0,33,18.88,false,true,232
w0_pd1_0_n,2,123.95,false,false,15
w0_pd1_1,33,19.08,false,true,232
w0_pd1_1_n,2,124.63,false,false,15
w0_pd1_2,33,19.28,false,true,232
w0_pd1_2_n,2,125.31,false,false,15
w0_pd1_3,33,19.48,false,true,232
w0_pd1_3_n,2,125.99,false,false,15
w0_pd2_0,17,20.64,false,true,120
w0_pd2_0_n,2,126.67,false,false,15
w0_pd2_1,17,20.84,false,true,120
w0_pd2_1_n,2,127.35,false,false,15
w0_pd2_2,17,21.04,false,true,120
w0_pd2_2_n,2,128.03,false,false,15
w0_pd2_3,17,21.24,false,true,120
w0_pd2_3_n,2,128.71,false,false,15
w0_pd2_4,17,129.39,false,true,120
w0_pd2_4_n,2,129.39,false,false,15
w0_pd2_5,17,130.07,false,true,120
w0_pd2_5_n,2,130.07,false,false,15
w0_pd2_6,17,130.75,false,true,120
w0_pd2_6_n,2,130.75,false,false,15
w0_pd2_7,17,131.43,false,true,120
w0_pd2_7_n,2,131.43,false,false,15
w1_a0_n,3,132.11,false,false,22
w1_a1_n,3,132.79,false,false,22
w1_a2_n,3,133.47,false,false,22
w1_a3_n,3,134.15,false,false,22
w1_a4_n,3,134.83,false,false,22
w1_a5_n,3,135.51,false,false,22
w1_a6_n,5,136.19,false,false,36
w1_a7_n,5,136.87,false,false,36
w1_a8_n,5,137.55,false,false,36
w1_addr[0],6,138.23,true,false,45
w1_addr[1],6,138.91,true,false,45
w1_addr[2],6,139.59,true,false,45
w1_addr[3],6,140.27,true,false,45
w1_addr[4],6,140.95,true,false,45
w1_addr[5],6,141.63,true,false,45
w1_addr[6],8,142.31,true,false,59
w1_addr[7],8,142.99,true,false,59
w1_addr[8],8,143.67,true,false,59
w1_en,130,60.72,true,true,913
w1_grp0_n,2,144.35,false,false,15
w1_grp1_n,2,145.03,false,false,15
w1_grp2_n,2,145.71,false,false,15
w1_grp3_n,2,146.39,false,false,15
w1_pd0_0,33,55.0,false,true,232
w1_pd0_0_n,2,147.07,false,false,15
w1_pd0_1,33,55.2,false,true,232
w1_pd0_1_n,2,147.75,false,false,15
w1_pd0_2,33,55.4,false,true,232
w1_pd0_2_n,2,148.43,false,false,15
w1_pd0_3,33,55.6,false,true,232
w1_pd0_3_n,2,149.11,false,false,15
w1_pd1_0,33,56.72,false,true,232
w1_pd1_0_n,2,149.79,false,false,15
w1_pd1_1,33,56.92,false,true,232
w1_pd1_1_n,2,150.47,false,false,15
w1_pd1_2,33,57.12,false,true,232
w1_pd1_2_n,2,151.15,false,false,15
w1_pd1_3,33,57.32,false,true,232
w1_pd1_3_n,2,151.83,false,false,15
w1_pd2_0,17,58.48,false,true,120
w1_pd2_0_n,2,152.51,false,false,15
w1_pd2_1,17,58.68,false,true,120
w1_pd2_1_n,2,153.19,false,false,15
w1_pd2_2,17,58.88,false,true,120
w1_pd2_2_n,2,153.87,false,false,15
w1_pd2_3,17,59.08,false,true,120
w1_pd2_3_n,2,154.55,false,false,15
w1_pd2_4,17,155.23,false,true,120
w1_pd2_4_n,2,155.23,false,false,15
w1_pd2_5,17,155.91,false,true,120
w1_pd2_5_n,2,155.91,false,false,15
w1_pd2_6,17,156.59,false,true,120
w1_pd2_6_n,2,156.59,false,false,15
w1_pd2_7,17,157.27,false,true,120
w1_pd2_7_n,2,157.27,false,false,15
write_conflict_n,2,157.95,false,false,15
