name,original_name,role,cell,port,row_index,x_um,y_um,width_um,height_um,orient
Xw0_row0006_sel_buf1,Xw0_row0006_sel,buf1,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,6,26.64,66.175,2.24,3.92,N
Xw0_row0006_sel_buf2,Xw0_row0006_sel,buf2,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,6,28.88,66.175,2.24,3.92,N
Xw0_row0007_sel_nand4,Xw0_row0007_sel,nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,w0,7,16.56,70.505,7.84,3.92,N
Xw0_row0007_sel_buf0,Xw0_row0007_sel,buf0,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,7,24.4,70.505,2.24,3.92,N
Xw0_row0007_sel_buf1,Xw0_row0007_sel,buf1,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,7,26.64,70.505,2.24,3.92,N
Xw0_row0007_sel_buf2,Xw0_row0007_sel,buf2,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,7,28.88,70.505,2.24,3.92,N
Xw0_row0008_sel_nand4,Xw0_row0008_sel,nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,w0,8,16.56,74.83,7.84,3.92,N
Xw0_row0008_sel_buf0,Xw0_row0008_sel,buf0,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,8,24.4,74.83,2.24,3.92,N
Xw0_row0008_sel_buf1,Xw0_row0008_sel,buf1,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,8,26.64,74.83,2.24,3.92,N
Xw0_row0008_sel_buf2,Xw0_row0008_sel,buf2,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,8,28.88,74.83,2.24,3.92,N
Xw0_row0009_sel_nand4,Xw0_row0009_sel,nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,w0,9,16.56,79.16,7.84,3.92,N
Xw0_row0009_sel_buf0,Xw0_row0009_sel,buf0,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,9,24.4,79.16,2.24,3.92,N
Xw0_row0009_sel_buf1,Xw0_row0009_sel,buf1,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,9,26.64,79.16,2.24,3.92,N
Xw0_row0009_sel_buf2,Xw0_row0009_sel,buf2,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,9,28.88,79.16,2.24,3.92,N
Xw0_row0010_sel_nand4,Xw0_row0010_sel,nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,w0,10,16.56,83.49,7.84,3.92,N
Xw0_row0010_sel_buf0,Xw0_row0010_sel,buf0,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,10,24.4,83.49,2.24,3.92,N
Xw0_row0010_sel_buf1,Xw0_row0010_sel,buf1,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,10,26.64,83.49,2.24,3.92,N
Xw0_row0010_sel_buf2,Xw0_row0010_sel,buf2,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,10,28.88,83.49,2.24,3.92,N
Xw0_row0011_sel_nand4,Xw0_row0011_sel,nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,w0,11,16.56,87.815,7.84,3.92,N
Xw0_row0011_sel_buf0,Xw0_row0011_sel,buf0,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,11,24.4,87.815,2.24,3.92,N
Xw0_row0011_sel_buf1,Xw0_row0011_sel,buf1,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,11,26.64,87.815,2.24,3.92,N
Xw0_row0011_sel_buf2,Xw0_row0011_sel,buf2,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,11,28.88,87.815,2.24,3.92,N
Xw0_row0012_sel_nand4,Xw0_row0012_sel,nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,w0,12,16.56,92.145,7.84,3.92,N
Xw0_row0012_sel_buf0,Xw0_row0012_sel,buf0,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,12,24.4,92.145,2.24,3.92,N
Xw0_row0012_sel_buf1,Xw0_row0012_sel,buf1,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,12,26.64,92.145,2.24,3.92,N
Xw0_row0012_sel_buf2,Xw0_row0012_sel,buf2,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,12,28.88,92.145,2.24,3.92,N
Xw0_row0013_sel_nand4,Xw0_row0013_sel,nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,w0,13,16.56,96.475,7.84,3.92,N
Xw0_row0013_sel_buf0,Xw0_row0013_sel,buf0,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,13,24.4,96.475,2.24,3.92,N
Xw0_row0013_sel_buf1,Xw0_row0013_sel,buf1,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,13,26.64,96.475,2.24,3.92,N
Xw0_row0013_sel_buf2,Xw0_row0013_sel,buf2,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,13,28.88,96.475,2.24,3.92,N
Xw0_row0014_sel_nand4,Xw0_row0014_sel,nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,w0,14,16.56,100.8,7.84,3.92,N
Xw0_row0014_sel_buf0,Xw0_row0014_sel,buf0,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,14,24.4,100.8,2.24,3.92,N
Xw0_row0014_sel_buf1,Xw0_row0014_sel,buf1,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,14,26.64,100.8,2.24,3.92,N
Xw0_row0014_sel_buf2,Xw0_row0014_sel,buf2,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,14,28.88,100.8,2.24,3.92,N
Xw0_row0015_sel_nand4,Xw0_row0015_sel,nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,w0,15,16.56,105.13,7.84,3.92,N
Xw0_row0015_sel_buf0,Xw0_row0015_sel,buf0,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,15,24.4,105.13,2.24,3.92,N
Xw0_row0015_sel_buf1,Xw0_row0015_sel,buf1,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,15,26.64,105.13,2.24,3.92,N
Xw0_row0015_sel_buf2,Xw0_row0015_sel,buf2,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,15,28.88,105.13,2.24,3.92,N
Xw0_row0016_sel_nand4,Xw0_row0016_sel,nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,w0,16,16.56,109.46,7.84,3.92,N
Xw0_row0016_sel_buf0,Xw0_row0016_sel,buf0,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,16,24.4,109.46,2.24,3.92,N
Xw0_row0016_sel_buf1,Xw0_row0016_sel,buf1,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,16,26.64,109.46,2.24,3.92,N
Xw0_row0016_sel_buf2,Xw0_row0016_sel,buf2,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,16,28.88,109.46,2.24,3.92,N
Xw0_row0017_sel_nand4,Xw0_row0017_sel,nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,w0,17,16.56,113.79,7.84,3.92,N
Xw0_row0017_sel_buf0,Xw0_row0017_sel,buf0,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,17,24.4,113.79,2.24,3.92,N
Xw0_row0017_sel_buf1,Xw0_row0017_sel,buf1,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,17,26.64,113.79,2.24,3.92,N
Xw0_row0017_sel_buf2,Xw0_row0017_sel,buf2,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,17,28.88,113.79,2.24,3.92,N
Xw0_row0018_sel_nand4,Xw0_row0018_sel,nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,w0,18,16.56,118.115,7.84,3.92,N
Xw0_row0018_sel_buf0,Xw0_row0018_sel,buf0,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,18,24.4,118.115,2.24,3.92,N
Xw0_row0018_sel_buf1,Xw0_row0018_sel,buf1,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,18,26.64,118.115,2.24,3.92,N
Xw0_row0018_sel_buf2,Xw0_row0018_sel,buf2,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,18,28.88,118.115,2.24,3.92,N
Xw0_row0019_sel_nand4,Xw0_row0019_sel,nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,w0,19,16.56,122.445,7.84,3.92,N
Xw0_row0019_sel_buf0,Xw0_row0019_sel,buf0,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,19,24.4,122.445,2.24,3.92,N
Xw0_row0019_sel_buf1,Xw0_row0019_sel,buf1,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,19,26.64,122.445,2.24,3.92,N
Xw0_row0019_sel_buf2,Xw0_row0019_sel,buf2,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,19,28.88,122.445,2.24,3.92,N
Xw0_row0020_sel_nand4,Xw0_row0020_sel,nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,w0,20,16.56,126.775,7.84,3.92,N
Xw0_row0020_sel_buf0,Xw0_row0020_sel,buf0,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,20,24.4,126.775,2.24,3.92,N
Xw0_row0020_sel_buf1,Xw0_row0020_sel,buf1,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,20,26.64,126.775,2.24,3.92,N
Xw0_row0020_sel_buf2,Xw0_row0020_sel,buf2,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,20,28.88,126.775,2.24,3.92,N
Xw0_row0021_sel_nand4,Xw0_row0021_sel,nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,w0,21,16.56,131.1,7.84,3.92,N
Xw0_row0021_sel_buf0,Xw0_row0021_sel,buf0,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,21,24.4,131.1,2.24,3.92,N
Xw0_row0021_sel_buf1,Xw0_row0021_sel,buf1,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,21,26.64,131.1,2.24,3.92,N
Xw0_row0021_sel_buf2,Xw0_row0021_sel,buf2,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,21,28.88,131.1,2.24,3.92,N
Xw0_row0022_sel_nand4,Xw0_row0022_sel,nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,w0,22,16.56,135.43,7.84,3.92,N
Xw0_row0022_sel_buf0,Xw0_row0022_sel,buf0,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,22,24.4,135.43,2.24,3.92,N
Xw0_row0022_sel_buf1,Xw0_row0022_sel,buf1,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,22,26.64,135.43,2.24,3.92,N
Xw0_row0022_sel_buf2,Xw0_row0022_sel,buf2,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,22,28.88,135.43,2.24,3.92,N
Xw0_row0023_sel_nand4,Xw0_row0023_sel,nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,w0,23,16.56,139.76,7.84,3.92,N
Xw0_row0023_sel_buf0,Xw0_row0023_sel,buf0,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,23,24.4,139.76,2.24,3.92,N
Xw0_row0023_sel_buf1,Xw0_row0023_sel,buf1,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,23,26.64,139.76,2.24,3.92,N
Xw0_row0023_sel_buf2,Xw0_row0023_sel,buf2,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,23,28.88,139.76,2.24,3.92,N
Xw0_row0024_sel_nand4,Xw0_row0024_sel,nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,w0,24,16.56,144.085,7.84,3.92,N
Xw0_row0024_sel_buf0,Xw0_row0024_sel,buf0,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,24,24.4,144.085,2.24,3.92,N
Xw0_row0024_sel_buf1,Xw0_row0024_sel,buf1,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,24,26.64,144.085,2.24,3.92,N
Xw0_row0024_sel_buf2,Xw0_row0024_sel,buf2,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,24,28.88,144.085,2.24,3.92,N
Xw0_row0025_sel_nand4,Xw0_row0025_sel,nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,w0,25,16.56,148.415,7.84,3.92,N
Xw0_row0025_sel_buf0,Xw0_row0025_sel,buf0,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,25,24.4,148.415,2.24,3.92,N
Xw0_row0025_sel_buf1,Xw0_row0025_sel,buf1,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,25,26.64,148.415,2.24,3.92,N
Xw0_row0025_sel_buf2,Xw0_row0025_sel,buf2,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,25,28.88,148.415,2.24,3.92,N
Xw0_row0026_sel_nand4,Xw0_row0026_sel,nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,w0,26,16.56,152.745,7.84,3.92,N
Xw0_row0026_sel_buf0,Xw0_row0026_sel,buf0,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,26,24.4,152.745,2.24,3.92,N
Xw0_row0026_sel_buf1,Xw0_row0026_sel,buf1,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,26,26.64,152.745,2.24,3.92,N
Xw0_row0026_sel_buf2,Xw0_row0026_sel,buf2,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,26,28.88,152.745,2.24,3.92,N
Xw0_row0027_sel_nand4,Xw0_row0027_sel,nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,w0,27,16.56,157.07,7.84,3.92,N
Xw0_row0027_sel_buf0,Xw0_row0027_sel,buf0,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,27,24.4,157.07,2.24,3.92,N
Xw0_row0027_sel_buf1,Xw0_row0027_sel,buf1,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,27,26.64,157.07,2.24,3.92,N
Xw0_row0027_sel_buf2,Xw0_row0027_sel,buf2,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,27,28.88,157.07,2.24,3.92,N
Xw0_row0028_sel_nand4,Xw0_row0028_sel,nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,w0,28,16.56,161.4,7.84,3.92,N
Xw0_row0028_sel_buf0,Xw0_row0028_sel,buf0,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,28,24.4,161.4,2.24,3.92,N
Xw0_row0028_sel_buf1,Xw0_row0028_sel,buf1,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,28,26.64,161.4,2.24,3.92,N
Xw0_row0028_sel_buf2,Xw0_row0028_sel,buf2,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,28,28.88,161.4,2.24,3.92,N
Xw0_row0029_sel_nand4,Xw0_row0029_sel,nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,w0,29,16.56,165.73,7.84,3.92,N
Xw0_row0029_sel_buf0,Xw0_row0029_sel,buf0,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,29,24.4,165.73,2.24,3.92,N
Xw0_row0029_sel_buf1,Xw0_row0029_sel,buf1,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,29,26.64,165.73,2.24,3.92,N
Xw0_row0029_sel_buf2,Xw0_row0029_sel,buf2,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,29,28.88,165.73,2.24,3.92,N
Xw0_row0030_sel_nand4,Xw0_row0030_sel,nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,w0,30,16.56,170.055,7.84,3.92,N
Xw0_row0030_sel_buf0,Xw0_row0030_sel,buf0,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,30,24.4,170.055,2.24,3.92,N
Xw0_row0030_sel_buf1,Xw0_row0030_sel,buf1,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,30,26.64,170.055,2.24,3.92,N
Xw0_row0030_sel_buf2,Xw0_row0030_sel,buf2,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,30,28.88,170.055,2.24,3.92,N
Xw0_row0031_sel_nand4,Xw0_row0031_sel,nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,w0,31,16.56,174.385,7.84,3.92,N
Xw0_row0031_sel_buf0,Xw0_row0031_sel,buf0,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,31,24.4,174.385,2.24,3.92,N
Xw0_row0031_sel_buf1,Xw0_row0031_sel,buf1,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,31,26.64,174.385,2.24,3.92,N
Xw0_row0031_sel_buf2,Xw0_row0031_sel,buf2,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,31,28.88,174.385,2.24,3.92,N
Xw0_row0032_sel_nand4,Xw0_row0032_sel,nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,w0,32,16.56,178.715,7.84,3.92,N
Xw0_row0032_sel_buf0,Xw0_row0032_sel,buf0,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,32,24.4,178.715,2.24,3.92,N
Xw0_row0032_sel_buf1,Xw0_row0032_sel,buf1,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,32,26.64,178.715,2.24,3.92,N
Xw0_row0032_sel_buf2,Xw0_row0032_sel,buf2,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,32,28.88,178.715,2.24,3.92,N
Xw0_row0033_sel_nand4,Xw0_row0033_sel,nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,w0,33,16.56,183.045,7.84,3.92,N
Xw0_row0033_sel_buf0,Xw0_row0033_sel,buf0,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,33,24.4,183.045,2.24,3.92,N
Xw0_row0033_sel_buf1,Xw0_row0033_sel,buf1,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,33,26.64,183.045,2.24,3.92,N
Xw0_row0033_sel_buf2,Xw0_row0033_sel,buf2,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,33,28.88,183.045,2.24,3.92,N
Xw0_row0034_sel_nand4,Xw0_row0034_sel,nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,w0,34,16.56,187.37,7.84,3.92,N
Xw0_row0034_sel_buf0,Xw0_row0034_sel,buf0,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,34,24.4,187.37,2.24,3.92,N
Xw0_row0034_sel_buf1,Xw0_row0034_sel,buf1,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,34,26.64,187.37,2.24,3.92,N
Xw0_row0034_sel_buf2,Xw0_row0034_sel,buf2,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,34,28.88,187.37,2.24,3.92,N
Xw0_row0035_sel_nand4,Xw0_row0035_sel,nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,w0,35,16.56,191.7,7.84,3.92,N
Xw0_row0035_sel_buf0,Xw0_row0035_sel,buf0,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,35,24.4,191.7,2.24,3.92,N
Xw0_row0035_sel_buf1,Xw0_row0035_sel,buf1,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,35,26.64,191.7,2.24,3.92,N
Xw0_row0035_sel_buf2,Xw0_row0035_sel,buf2,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,35,28.88,191.7,2.24,3.92,N
Xw0_row0036_sel_nand4,Xw0_row0036_sel,nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,w0,36,16.56,196.03,7.84,3.92,N
Xw0_row0036_sel_buf0,Xw0_row0036_sel,buf0,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,36,24.4,196.03,2.24,3.92,N
Xw0_row0036_sel_buf1,Xw0_row0036_sel,buf1,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,36,26.64,196.03,2.24,3.92,N
Xw0_row0036_sel_buf2,Xw0_row0036_sel,buf2,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,36,28.88,196.03,2.24,3.92,N
Xw0_row0037_sel_nand4,Xw0_row0037_sel,nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,w0,37,16.56,200.355,7.84,3.92,N
Xw0_row0037_sel_buf0,Xw0_row0037_sel,buf0,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,37,24.4,200.355,2.24,3.92,N
Xw0_row0037_sel_buf1,Xw0_row0037_sel,buf1,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,37,26.64,200.355,2.24,3.92,N
Xw0_row0037_sel_buf2,Xw0_row0037_sel,buf2,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,37,28.88,200.355,2.24,3.92,N
Xw0_row0038_sel_nand4,Xw0_row0038_sel,nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,w0,38,16.56,204.685,7.84,3.92,N
Xw0_row0038_sel_buf0,Xw0_row0038_sel,buf0,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,38,24.4,204.685,2.24,3.92,N
Xw0_row0038_sel_buf1,Xw0_row0038_sel,buf1,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,38,26.64,204.685,2.24,3.92,N
Xw0_row0038_sel_buf2,Xw0_row0038_sel,buf2,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,38,28.88,204.685,2.24,3.92,N
Xw0_row0039_sel_nand4,Xw0_row0039_sel,nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,w0,39,16.56,209.015,7.84,3.92,N
Xw0_row0039_sel_buf0,Xw0_row0039_sel,buf0,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,39,24.4,209.015,2.24,3.92,N
Xw0_row0039_sel_buf1,Xw0_row0039_sel,buf1,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,39,26.64,209.015,2.24,3.92,N
Xw0_row0039_sel_buf2,Xw0_row0039_sel,buf2,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,39,28.88,209.015,2.24,3.92,N
Xw0_row0040_sel_nand4,Xw0_row0040_sel,nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,w0,40,16.56,213.34,7.84,3.92,N
Xw0_row0040_sel_buf0,Xw0_row0040_sel,buf0,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,40,24.4,213.34,2.24,3.92,N
Xw0_row0040_sel_buf1,Xw0_row0040_sel,buf1,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,40,26.64,213.34,2.24,3.92,N
Xw0_row0040_sel_buf2,Xw0_row0040_sel,buf2,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,40,28.88,213.34,2.24,3.92,N
Xw0_row0041_sel_nand4,Xw0_row0041_sel,nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,w0,41,16.56,217.67,7.84,3.92,N
Xw0_row0041_sel_buf0,Xw0_row0041_sel,buf0,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,41,24.4,217.67,2.24,3.92,N
Xw0_row0041_sel_buf1,Xw0_row0041_sel,buf1,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,41,26.64,217.67,2.24,3.92,N
Xw0_row0041_sel_buf2,Xw0_row0041_sel,buf2,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,41,28.88,217.67,2.24,3.92,N
Xw0_row0042_sel_nand4,Xw0_row0042_sel,nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,w0,42,16.56,222.0,7.84,3.92,N
Xw0_row0042_sel_buf0,Xw0_row0042_sel,buf0,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,42,24.4,222.0,2.24,3.92,N
Xw0_row0042_sel_buf1,Xw0_row0042_sel,buf1,gf180mcu_as_sc_mcu7t3v3__inv_2,w0,42,26.64,222.0,2.24,3.92,N
